"Date";"Year";"Type";"Country";"Area";"Location";"Injury";"Species";"href formula"
"Reported 07-Jul-2017";2017;"Provoked";"MEXICO";"Tabasco";"Sánchez Magallanes, Cárdenas";"Hand bitten by hooked shark PROVOKED INCIDENT";"Tiger shark, 100 kg";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf"
"07-Jul-2017";2017;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Nahoon Reef, East London";"No injury, shark bit surfboard";"White shark, 2.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf"
"02-Jul-2017";2017;"Invalid";"COMOROS";"Anjouan";"Moya";"Skull found in shark, a probable drowning & scavenging";"Shark involvement prior to death not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf"
"29-Jun-2017";2017;"Invalid";"USA";"South Carolina";"Wrightsville Beach";"Arm injured by hook, not by a shark";"No shark invovlement ";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf"
"21-Jun-2017";2017;"Unprovoked";"USA";"South Carolina";"South Forest Beach, Hilton Head Island, Beaufort County";"Left foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf"
"19-Jun-2017";2017;"Unprovoked";"USA";"Florida";"Singer Island, Palm Beach County";"1 to 2-inch laceration behind knee";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf"
"18-Jun-2017";2017;"Unprovoked";"USA";"South Carolina";"Burkes Beach, Hilton Head, Beaufort County";"Leg bitten";"Bull shark, 4' to 5'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf"
"18-Jun-2017";2017;"Unprovoked";"REUNION";"";"Roches Noire";"No injury, shark bit surfboard ";"Bull shark, 2m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf"
"17-Jun-2017";2017;"Unprovoked";"SPAIN";"Ibiza Island";"Playa d’en Bossa";"2-inch laceration to hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf"
"2017.06.05";2017;"Unprovoked";"FRENCH POLYNESIA";"Marquesas";"Atuona Bay, Hiva Oa Island";"Injuries to hand and wrist";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf"
"Reported 14-Jun-2017";2017;"Unprovoked";"BAHAMAS";"";"";"Fingernail pulled off ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf"
"11-Jun-2017";2017;"Unprovoked";"AUSTRALIA";"Western Australia";"Point Casuarina, Bunbury";"No injury, board bitten";"White shark, 4 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf"
"10-Jun-2017";2017;"Unprovoked";"AUSTRALIA";"Victoria";"Flinders, Mornington Penisula";"No injury, knocked off board";"Seven-gill shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf"
"10-Jun-2017";2017;"Unprovoked";"USA";"Florida";"Ponce Inlet, Volusia County";"Laceration to left foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf"
"Reported 07-Jun-2017";2017;"Unprovoked";"UNITED KINGDOM";"South Devon";"Bantham Beach";"Bruise to leg, cuts to hand sustained when he hit the shark";"3m shark, probably a smooth hound";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf"
"04-Jun-2017";2017;"Unprovoked";"USA";"Florida";"Middle Sambo Reef off Boca Chica, Monroe County";"Laceration to shin";"8' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf"
"02-Jun-2017";2017;"Unprovoked";"BAHAMAS";"New Providence ";"Athol Island";"Right forearm severed ";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf "
"30-May-2017";2017;"Provoked";"USA";"South Carolina";"Awendaw, Charleston County";"Right hand bitten by hooked shark PROVOKED INCIDENT";"3' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf"
"28-May-2017";2017;"Unprovoked";"USA";"Florida";"Off Jupiter";"Lacerations to right arm";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf"
"27-May-2017";2017;"Invalid";"AUSTRALIA";"New South Wales";"Evans Head";"Abrasion to right forearm from pectoral fin of a shark that leapt into his boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf"
"12-May-2017";2017;"Unprovoked";"UNITED ARAB EMIRATES";"Sharjah, ";"Khor Fakkan";"Right leg severely bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf"
"Reported 06-May-2017";2017;"Provoked";"AUSTRALIA";"Queensland";"Weipa";"Thigh nipped PROVOKED INCIDENT";"9' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf"
"05-May-2017";2017;"Unprovoked";"MEXICO";"Baja California Sur";"Los Arbolitos, Cabo Pulmo";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf"
"03-May-2017";2017;"Invalid";"USA";"California";"Sunset Beach, Orange County";"Laceration to thigh, likely caused by surfboard fin";"Shark involvement highly doubtful";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf"
"29-Apr-2017";2017;"Unprovoked";"USA";"California";"San Onofre, San Diego County ";"Major injury to posterior thigh";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf"
"29-Apr-2017";2017;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Keurbooms, Plettenberg Bay";"Minor injury to right calf";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf"
"29-Apr-2017";2017;"Unprovoked";"USA";"South Carolina";"Folly Beach, Charleston County";"Left foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf"
"29-Apr-2017";2017;"Unprovoked";"REUNION";"Saint-Leu";"Pointe au Sal";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf"
"27-Apr-2017";2017;"Unprovoked";"NEW ZEALAND";"South Island";"Porpoise Bay, Catlins";"Puncture wounds & laceration above knee";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf"
"26-Apr-2017";2017;"Invalid";"USA";"Florida";"";"Alleged laceration to left ankle";"No shark invovlement - it ws a publicity stunt";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf"
"22-Apr-2017";2017;"Unprovoked";"ST HELENA, British overseas territory";"Ascension Island";"English Bay";"Calf & foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf"
"20-Apr-2017";2017;"Invalid";"USA";"South Carolina";"Georgetown County";"Laceration & puncture wounds to left foot";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf"
"17-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Daytona Beach, Volusia County";"Minor bite to the foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf"
"17-Apr-2017";2017;"Unprovoked";"AUSTRALIA";"Western Australia";"Kelpies near Wylie Bay";"FATAL";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf"
"14-Apr-2017";2017;"Unprovoked";"USA";"Hawaii";"Kekaha Beach, Kauai";"Lower right leg severely injured";"Tiger shark, 12'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf"
"13-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Hanna Park, Jacksonville, Duval County";"Lacerations to right foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf"
"12-Apr-2017";2017;"Unprovoked";"USA";"Florida";"St. Augustine";"Lacerations to right foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf"
"12-Apr-2017";2017;"Invalid";"SOUTH AFRICA";"KwaZulu-Natal";"Protea Banks";"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.";"Shark involvement prior to death not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf"
"11-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Ormond Beach, Volusia County";"Calf bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf "
"10-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Melbourne Beach, Brevard County";"Laceration to calf";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf"
"10-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Melbourne Beach, Brevard County";"Minor injury to left hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf"
"06-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Daytona, Volusia County";"Foot injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf"
"05-Apr-2017";2017;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Thigh nipped, minor injury";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf"
"02-Apr-2017";2017;"Unprovoked";"AUSTRALIA";"Queensland";"Moreton Bay";"No injury, shark bit off stern of kayak";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf"
"02-Apr-2017";2017;"Unprovoked";"USA";"Florida";"Destin, Okaloosa County";"Lacerations to thighs";"Bull shark, 5' to 7'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf"
"27-Mar-2017";2017;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Minor injury to left foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf"
"19-Mar-2017";2017;"Unprovoked";"AUSTRALIA";"New South Wales";"The Farm";"Minor";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf"
"18-Mar-2017";2017;"Boating";"USA";"California";"Monterey Bay";"No injury, kayak bitten";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf"
"11-Mar-2017";2017;"Unprovoked";"PHILIPPINES";"Luzon Island";"Villamar, Caoayan";"Right thigh injured ";"10' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.11-Reintegrado.pdf"
"Reported 09-Mar-2017";2017;"Unprovoked";"BAHAMAS";"Great Exuma";"";"Abrasions & lacerations to left leg and hand";"Lemon shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf"
"25-Feb-2017";2017;"Unprovoked";"AUSTRALIA";"Western Australia";"Mauds Point";"Hand bitten";"Bull shark, 1.5";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf"
"24-Feb-2017";2017;"Unprovoked";"AUSTRALIA";"Western Australia";"Falcon Bay Beach, Mandurah";"No injury, shark struck board";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah"
"21-Feb-2017";2017;"Unprovoked";"REUNION";"Saint-Andre";"";"Fatal";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Naussance.pdf"
"17-Feb-2017";2017;"Unprovoked";"AUSTRALIA";"Queensland";"Eva Rock";"Left leg severely bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf"
"11-Feb-2017";2017;"Unprovoked";"USA";"Florida";"Melbourne Beach, Brevard County";"Injury to hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf"
"06-Feb-2017";2017;"Provoked";"BRAZIL";"Pernambuco";"Fernando de Noronha Marine Park";"Minor injury to finger, PROVOKED INCIDENT";"Lemon shark pup";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf"
"06-Feb-2017";2017;"Boating";"SOUTH AFRICA";"KwaZulu-Natal";"Eastmoor Crescent Beach";"Shark damaged kayak, no injury to occupant";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf"
"01-Feb-2017";2017;"Boating";"USA";"South Carolina";"16 miles off Hilton Head";"Shark bit boat, no injury to occupants";"White shark, female, 14'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf"
"01-Feb-2017";2017;"Unprovoked";"BAHAMAS";"Bimini";"";"Lacerations to upper right arm";"Caribbean reef shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf"
"24-Jan-2017";2017;"Unprovoked";"BRAZIL";"Pernambuco";"Boa Viagem, Recife";"Minor laceration to ring finger";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.24-Andrade.pdf"
"22-Jan-2017";2017;"Unprovoked";"USA";"Florida";"Vero Beach, Indian River County";"Puncture wounds to lower arm or hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf"
"21-Jan-2017";2017;"Unprovoked";"AUSTRALIA";"Queensland";"Boot Reef, Torres Strait";"Multiple injuries to arm, wrist and torso";"Bull shark, 4 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf"
"13-Jan-2017";2017;"Unprovoked";"AUSTRALIA";"Queensland";"Clairview";"Injury to hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf"
"13-Jan-2017";2017;"Unprovoked";"USA";"Florida";"Jensen Beach";"Minor injury to hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf"
"09-Jan-2017";2017;"Unprovoked";"INDONESIA";"Bali";"Balian Beach";"Injury to right wrist & forearm";"Bull shark, 1 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf"
"05-Jan-2017";2017;"Unprovoked";"USA";"Florida";"Blockhouse Beach, Brevard County";"Minor injuries to foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf"
"03-Jan-2017";2017;"Invalid";"AUSTRALIA";"New South Wales";"Merimbula";"Minor injuries to foot & toes";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf"
"27-Dec-2016";2016;"Unprovoked";"USA";"Florida";"Avalon State Park Beach, North Hutchinson Island, St Lucie County";"Lacerations to right forearm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf"
"24-Dec-2016";2016;"Unprovoked";"AUSTRALIA";"Western Australia";"Bundegi Sanctuary Zone, Ningaloo";"Buttock bitten";"a small shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf"
"19-Dec-2016";2016;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Keurbooms Lagoon, Plettenberg Bay";"No injury, but ski severely damaged";"White shark, 4 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf"
"14-Dec-2016";2016;"Unprovoked";"AUSTRALIA";"Western Australia";"Trigg Beach";"Punctures to left foot/ankle";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf"
"11-Dec-2016";2016;"Unprovoked";"FRENCH POLYNESIA";"Tuamotos";"Takapoto Atoll";"Hand injured?";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11.b-Takapoto.pdf"
"11-Dec-2016";2016;"Invalid";"USA";"Florida";"New Smyrna Beach, Volusia County";"Cuts to right ankle & foot";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.11.a-Garthwait.pdf"
"06-Dec-2016";2016;"Provoked";"AUSTRALIA";"New South Wales";"Merimbula";"Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT";"Wobbegong shark, 2m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf"
"01-Dec-2016";2016;"Unprovoked";"AUSTRALIA";"New South Wales";"Booti Booti National Park";"Injuries to foot & arm";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf"
"28-Nov-2016";2016;"Provoked";"AUSTRALIA";"Victoria";"Queenscliff";"Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT";"Broadnose sevengill shark, 1.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf"
"14-Nov-2016";2016;"Unprovoked";"USA";"Hawaii";"Kamaole Beach Park I, Maui";"Injuries to right calf and thigh";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.14-Zawacki.pdf"
"30-Oct-2016";2016;"Unprovoked";"USA";"Florida";"Mayport Naval Station Beach, Duval County";"Lacerations to right foot and ankle";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.30-Adams.pdf"
"29-Oct-2016";2016;"Unprovoked";"USA";"Florida";"Mayport Naval Station  Duval County";"Lacerations to right hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.29-Shoup.pdf"
"24-Oct-2016";2016;"Unprovoked";"AUSTRALIA";"New South Wales";"Broken Head Beach";"Lacerations to left thigh";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf"
"21-Oct-2016";2016;"Unprovoked";"USA";"Hawaii";"Hooipa Beach Park, Maui";"Left arm and leg injured";" 6' to 8' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.21-Hookipa.pdf"
"15-Oct-2016";2016;"Unprovoked";"AUSTRALIA";"Queensland";"Kings Beach, Caloundra";"Torso nipped";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf"
"14-Oct-2016";2016;"Unprovoked";"USA";"Hawaii";"Charlie Young Beach, Kihei, Maui";"Injuries to left calf";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.14-Maui.pdf"
"13-Oct-2016";2016;"Invalid";"MEXICO";"";"Guadalupe Island";"Shark breached cage, no injury to diver";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.13.R-Breach.pdf"
"12-Oct-2016";2016;"Unprovoked";"AUSTRALIA";"New South Wales";"Sharpes Beach, Ballina";"Minor wound to lower right leg & surfboard bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf"
"10-Oct-2016";2016;"Unprovoked";"USA";"Oregon";"Indian Beach, Ecola State Park, Clatsop County";"Wounds to upper thigh and lower leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.10-Tanner.pdf"
"02-Oct-2016";2016;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Cuts to dorsal surface of left foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf"
"01-Oct-2016";2016;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Minor injuries";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf"
"26-Sep-2016";2016;"Unprovoked";"AUSTRALIA";"New South Wales";"Lighthouse Beach, Ballina";"4 deep lacerations to thigh";"White shark, 3.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf"
"18-Sep-2016";2016;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Minor injury to thigh";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf"
"18-Sep-2016";2016;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Lacerations to hands";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf"
"18-Sep-2016";2016;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Lacerations to lower leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf"
"17-Sep-2016";2016;"Unprovoked";"USA";"California";"Bunkers, Humboldt Bay, Eureka, Humboldt County";"No injury, board bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf"
"17-Sep-2016";2016;"Unprovoked";"AUSTRALIA";"Victoria";"Thirteenth Beach";"Struck by fin on chest & leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf"
"16-Sep-2016";2016;"Unprovoked";"AUSTRALIA";"Victoria";"Bells Beach";"No injury: Knocked off board by shark";"2 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf"
"15-Sep-2016";2016;"Boating";"AUSTRALIA";"Western Australia";"Bunbury";"Shark rammed boat. No injury to occupant";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf"
"11-Sep-2016";2016;"Unprovoked";"USA";"Florida";"Ponte Vedra, St. Johns County";"Minor injury to arm";"3' to 4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf"
"07-Sep-2016";2016;"Unprovoked";"USA";"Hawaii";"Makaha, Oahu";"Severe lacerations to shoulder & forearm";"Tiger shark, 10'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf"
